frequency_filtre,NF_01_filtre,S11_01_filtre,S21_01_filtre,S12_01_filtre,S22_01_filtre,NF_01s_filtre,S11_01s_filtre,S21_01s_filtre,S12_01s_filtre,S22_01s_filtre,NF_02_filtre,S11_02_filtre,S21_02_filtre,S12_02_filtre,S22_02_filtre,NF_02s_filtre,S11_02s_filtre,S21_02s_filtre,S12_02s_filtre,S22_02s_filtre,NF_03_filtre,S11_03_filtre,S21_03_filtre,S12_03_filtre,S22_03_filtre,NF_03s_filtre,S11_03s_filtre,S21_03s_filtre,S12_03s_filtre,S22_03s_filtre
50000000000,15.385643,-6.6408377,-6.8251853,-49.081032,-1.6619161,10.992845,-5.4905753,-6.6743345,-61.12381,-1.6632133,5.0676312,-5.0528054,-6.3244934,-53.198429,-1.6513641,9.2982101,-5.0528054,-6.3244934,-53.198429,-1.6513641,5.3291597,-6.3354015,-6.683208,-55.172138,-2.465755,10.271196,-6.3354015,-6.683208,-55.172138,-2.465755
50017000000,16.353542,-6.6130686,-6.7058067,-53.385464,-1.6515988,11.332418,-5.4782524,-6.5624833,-63.658241,-1.6520957,17.067591,-5.0809379,-6.2111716,-50.911694,-1.6498859,10.032097,-5.0809379,-6.2111716,-50.911694,-1.6498859,16.108158,-6.3404665,-6.5856328,-56.04583,-2.4647012,10.800635,-6.3404665,-6.5856328,-56.04583,-2.4647012
50034000000,13.115379,-6.6341906,-6.6370425,-62.422993,-1.6233581,12.828122,-5.4552464,-6.4899135,-65.009697,-1.61941,13.414629,-5.0546613,-6.1451392,-63.600716,-1.6321946,11.966723,-5.0546613,-6.1451392,-63.600716,-1.6321946,11.084082,-6.3442326,-6.5080032,-52.180965,-2.4519584,12.453136,-6.3442326,-6.5080032,-52.180965,-2.4519584
50051000000,17.306452,-6.5885272,-6.5783691,-62.511742,-1.6045892,12.202078,-5.4084854,-6.4307847,-54.227577,-1.5978254,17.18495,-5.0322032,-6.0900321,-53.395428,-1.6266518,11.53712,-5.0322032,-6.0900321,-53.395428,-1.6266518,16.781483,-6.2909851,-6.448709,-54.993744,-2.4547946,12.588155,-6.2909851,-6.448709,-54.993744,-2.4547946
50068000000,-0.5295797,-6.5905485,-6.4761252,-54.688332,-1.5986011,12.098102,-5.4289165,-6.3256721,-51.53196,-1.5979577,-3.2301459,-5.0259614,-5.9795709,-56.868065,-1.6267655,11.819142,-5.0259614,-5.9795709,-56.868065,-1.6267655,12.685445,-6.3039775,-6.3559074,-58.404789,-2.4611511,12.737674,-6.3039775,-6.3559074,-58.404789,-2.4611511
50085000000,26.222391,-6.6258154,-6.3457146,-52.041122,-1.615939,11.68753,-5.4594264,-6.1971574,-60.51844,-1.6124024,27.4375,-5.0658073,-5.8545818,-59.766174,-1.6335089,12.159249,-5.0658073,-5.8545818,-59.766174,-1.6335089,24.349033,-6.3505263,-6.2343097,-70.095848,-2.4694748,12.382565,-6.3505263,-6.2343097,-70.095848,-2.4694748
50102000000,12.091264,-6.6620054,-6.2468443,-70.415588,-1.6447452,12.388172,-5.4981241,-6.1020718,-50.344288,-1.6427852,13.140388,-5.114748,-5.7723546,-57.55043,-1.6452484,13.280767,-5.114748,-5.7723546,-57.55043,-1.6452484,11.152987,-6.4017458,-6.1530972,-57.155338,-2.4782135,13.268414,-6.4017458,-6.1530972,-57.155338,-2.4782135
50119000000,25.116362,-6.6879969,-6.1886845,-62.307877,-1.6709266,12.787207,-5.5199971,-6.0382509,-56.615402,-1.6667557,26.348524,-5.1382093,-5.7078843,-61.531132,-1.6550413,13.852147,-5.1382093,-5.7078843,-61.531132,-1.6550413,23.506678,-6.423676,-6.0907984,-58.252419,-2.4819844,13.666485,-6.423676,-6.0907984,-58.252419,-2.4819844
50136000000,5.0454946,-6.6702747,-6.128685,-51.688877,-1.6788971,14.881232,-5.5194254,-5.98423,-49.104492,-1.6789978,0.34198558,-5.144527,-5.655622,-49.303223,-1.6622926,14.592203,-5.144527,-5.655622,-49.303223,-1.6622926,6.8143578,-6.4343448,-6.0394192,-63.173355,-2.4801335,14.369528,-6.4343448,-6.0394192,-63.173355,-2.4801335
50153000000,8.2534876,-6.6496782,-6.0139966,-56.70586,-1.6673503,13.751904,-5.5025291,-5.8651385,-54.617985,-1.665954,8.1698847,-5.1223097,-5.5326943,-67.54924,-1.6576943,13.491703,-5.1223097,-5.5326943,-67.54924,-1.6576943,6.9738698,-6.4004617,-5.9225068,-50.468086,-2.4787555,13.361239,-6.4004617,-5.9225068,-50.468086,-2.4787555
50170000000,6.049706,-6.6842413,-5.9231677,-53.483276,-1.6462978,13.330336,-5.5246034,-5.7733636,-51.77821,-1.6420881,8.8088055,-5.1411872,-5.449439,-53.090885,-1.6493992,14.433741,-5.1411872,-5.449439,-53.090885,-1.6493992,1.4229636,-6.4321785,-5.8387966,-49.867504,-2.4778605,12.271017,-6.4321785,-5.8387966,-49.867504,-2.4778605
50187000000,16.269608,-6.689321,-5.8188028,-58.82119,-1.6320684,11.463733,-5.5248122,-5.6661663,-53.21384,-1.6266427,17.404333,-5.1320777,-5.3427768,-62.212223,-1.6488686,12.594123,-5.1320777,-5.3427768,-62.212223,-1.6488686,15.073498,-6.4312949,-5.7334924,-51.188374,-2.4823475,10.062408,-6.4312949,-5.7334924,-51.188374,-2.4823475
50204000000,22.136143,-6.6901388,-5.8073578,-68.406998,-1.6408437,12.52365,-5.525425,-5.6540208,-63.175404,-1.6356912,23.352762,-5.1517563,-5.3372459,-59.04789,-1.6586233,13.686885,-5.1517563,-5.3372459,-59.04789,-1.6586233,20.48694,-6.4590025,-5.7332373,-50.132763,-2.494525,11.097301,-6.4590025,-5.7332373,-50.132763,-2.494525
50221000000,20.2071,-6.7254558,-5.6554642,-60.325996,-1.66559,10.215516,-5.560811,-5.5048146,-60.767735,-1.6631862,21.555246,-5.1734467,-5.1795969,-60.555969,-1.6806754,11.425235,-5.1734467,-5.1795969,-60.555969,-1.6806754,18.817551,-6.4854493,-5.5855308,-59.760387,-2.5084219,9.2161837,-6.4854493,-5.5855308,-59.760387,-2.5084219
50238000000,4.3483744,-6.7267189,-5.5784349,-69.097046,-1.6899228,11.620107,-5.567668,-5.4298434,-52.176914,-1.6911362,5.0794444,-5.1976991,-5.1146464,-52.828766,-1.69444,13.047062,-5.1976991,-5.1146464,-52.828766,-1.69444,5.690311,-6.514595,-5.527338,-52.682755,-2.5141096,9.9948378,-6.514595,-5.527338,-52.682755,-2.5141096
50255000000,1.8407212,-6.7008305,-5.4331884,-59.416687,-1.6962765,11.294197,-5.5474677,-5.2780652,-53.833424,-1.696425,7.1322694,-5.178441,-4.9592934,-56.553661,-1.6942247,12.846517,-5.178441,-4.9592934,-56.553661,-1.6942247,0.69300032,-6.4864573,-5.3739524,-55.743092,-2.50804,9.1411676,-6.4864573,-5.3739524,-55.743092,-2.50804
50272000000,5.9803252,-6.7160382,-5.4507842,-53.570545,-1.6895308,12.320447,-5.5777678,-5.2987022,-64.943527,-1.6872127,7.201705,-5.2099872,-4.9943757,-57.969234,-1.6878495,13.560145,-5.2099872,-4.9943757,-57.969234,-1.6878495,0.054333489,-6.5127974,-5.4055476,-56.391113,-2.4970953,10.26561,-6.5127974,-5.4055476,-56.391113,-2.4970953
50289000000,24.021994,-6.6963987,-5.3339076,-51.27317,-1.6724718,11.353892,-5.5287399,-5.1759977,-54.970013,-1.6671847,25.160774,-5.1687784,-4.8543148,-51.748405,-1.6814942,12.561322,-5.1687784,-4.8543148,-51.748405,-1.6814942,22.53681,-6.4800625,-5.2749472,-54.139175,-2.4910402,9.3496265,-6.4800625,-5.2749472,-54.139175,-2.4910402
50306000000,-1.8378776,-6.7373276,-5.3483148,-55.125679,-1.6636373,10.910896,-5.581171,-5.1950312,-59.368587,-1.6603459,1.4703646,-5.2230091,-4.9043312,-63.864372,-1.6765374,12.137715,-5.2230091,-4.9043312,-63.864372,-1.6765374,2.8143835,-6.5692415,-5.3357639,-46.520306,-2.4975076,9.0080805,-6.5692415,-5.3357639,-46.520306,-2.4975076
50323000000,17.502937,-6.7026,-5.0961189,-55.500267,-1.6625679,8.4015589,-5.5384421,-4.9452195,-52.711624,-1.659753,18.182093,-5.1854143,-4.6237969,-49.307301,-1.6789948,9.6982212,-5.1854143,-4.6237969,-49.307301,-1.6789948,15.379562,-6.5225945,-5.0613003,-70.190521,-2.5035248,7.3312554,-6.5225945,-5.0613003,-70.190521,-2.5035248
50340000000,3.7920461,-7.3277273,-6.2002745,-56.738026,-1.6756924,9.3820829,-6.1365786,-6.1226258,-59.014126,-1.6735673,5.9638872,-5.8844609,-6.0617461,-54.238522,-1.6898208,10.798543,-5.8844609,-6.0617461,-54.238522,-1.6898208,-2.4165065,-7.3801637,-6.3968925,-63.634907,-2.5195181,8.184103,-7.3801637,-6.3968925,-63.634907,-2.5195181
50357000000,15.736259,-6.7492695,-4.8974876,-52.223591,-1.6915871,9.6672869,-5.577848,-4.7405252,-53.597557,-1.6921822,16.658718,-5.2391291,-4.4364209,-68.186272,-1.7012377,10.871401,-5.2391291,-4.4364209,-68.186272,-1.7012377,13.791831,-6.5510783,-4.8602977,-53.238003,-2.529701,8.4653826,-6.5510783,-4.8602977,-53.238003,-2.529701
50374000000,6.0418878,-6.8466887,-5.0863175,-50.558933,-1.7080703,10.43584,-5.6780257,-4.9315777,-52.046604,-1.7089615,6.4172769,-5.3498945,-4.6867304,-48.227131,-1.7126658,11.600315,-5.3498945,-4.6867304,-48.227131,-1.7126658,4.9976778,-6.7302246,-5.1157718,-53.017487,-2.5369315,9.6628685,-6.7302246,-5.1157718,-53.017487,-2.5369315
50391000000,17.061716,-6.7797627,-4.7685513,-63.624321,-1.7127016,8.7133465,-5.6234527,-4.6112151,-53.539764,-1.7124996,18.693087,-5.2584438,-4.2998066,-57.766289,-1.7132134,9.8207359,-5.2584438,-4.2998066,-57.766289,-1.7132134,16.729939,-6.5887127,-4.740303,-48.861393,-2.5368958,8.0963202,-6.5887127,-4.740303,-48.861393,-2.5368958
50408000000,-5.2443614,-6.8013639,-4.8200998,-51.224571,-1.7041708,9.6037111,-5.6390915,-4.6636319,-55.895016,-1.7011837,-5.2791867,-5.3259234,-4.3993483,-51.798607,-1.7098248,10.717609,-5.3259234,-4.3993483,-51.798607,-1.7098248,0.37247315,-6.6767073,-4.8445354,-52.715431,-2.5334139,8.6973934,-6.6767073,-4.8445354,-52.715431,-2.5334139
50425000000,15.936645,-6.7655039,-4.5057569,-84.376297,-1.6917827,8.2548437,-5.6142387,-4.3484907,-69.059204,-1.6878052,17.182983,-5.2737212,-4.0454741,-53.13345,-1.7056512,9.2950478,-5.2737212,-4.0454741,-53.13345,-1.7056512,15.071631,-6.6099439,-4.4955702,-65.628349,-2.53508,7.6781182,-6.6099439,-4.4955702,-65.628349,-2.53508
50442000000,6.6399102,-7.0452914,-5.0919714,-59.461109,-1.6853532,7.9764009,-5.8843727,-4.968811,-51.122356,-1.6800632,7.9336996,-5.6025281,-4.8093853,-55.856079,-1.7043705,9.2779045,-5.6025281,-4.8093853,-55.856079,-1.7043705,3.7870779,-7.0370235,-5.2170382,-49.349266,-2.5370297,7.7457771,-7.0370235,-5.2170382,-49.349266,-2.5370297
50459000000,14.054021,-6.8036914,-4.3936296,-59.814388,-1.6955116,5.9204178,-5.6430964,-4.2357154,-53.97102,-1.6931546,15.219771,-5.3061619,-3.9409027,-58.167648,-1.7149212,6.8627777,-5.3061619,-3.9409027,-58.167648,-1.7149212,13.226672,-6.6322875,-4.3771358,-57.073994,-2.5456681,6.4788961,-6.6322875,-4.3771358,-57.073994,-2.5456681
50476000000,4.6404805,-6.8323846,-4.5125737,-62.28722,-1.7157466,6.464242,-5.6712356,-4.3576765,-59.345001,-1.7182947,5.5853982,-5.3618326,-4.1099043,-50.975521,-1.728909,7.5595241,-5.3618326,-4.1099043,-50.975521,-1.728909,5.3047795,-6.7376728,-4.5461369,-49.415497,-2.5558715,6.8373909,-6.7376728,-4.5461369,-49.415497,-2.5558715
50493000000,8.7965851,-6.7946997,-4.2128716,-50.972229,-1.7356876,4.8488665,-5.648962,-4.0523233,-55.638187,-1.7397878,11.335979,-5.3290749,-3.7649825,-56.245579,-1.7445239,5.7742753,-5.3290749,-3.7649825,-56.245579,-1.7445239,9.4261971,-6.6559391,-4.2142658,-49.235016,-2.5656157,5.4569755,-6.6559391,-4.2142658,-49.235016,-2.5656157
50510000000,2.7420726,-7.657722,-6.6242089,-75.393883,-1.7430429,7.0033355,-6.4416194,-6.5374913,-51.936298,-1.7457893,2.5339139,-6.2834263,-6.6014228,-49.043365,-1.7488658,7.8648152,-6.2834263,-6.6014228,-49.043365,-1.7488658,4.1675324,-7.8291402,-6.8671522,-62.31765,-2.5644863,6.7609348,-7.8291402,-6.8671522,-62.31765,-2.5644863
50527000000,5.1800752,-6.8352156,-4.0873256,-57.160736,-1.736554,5.7592974,-5.6884141,-3.9249368,-61.2812,-1.7371143,5.7753086,-5.385457,-3.6397917,-53.256458,-1.7451773,6.5095162,-5.385457,-3.6397917,-53.256458,-1.7451773,-1.672261,-6.6969576,-4.0835071,-55.879692,-2.5570991,5.6799359,-6.6969576,-4.0835071,-55.879692,-2.5570991
50544000000,-5.4711905,-6.9418559,-4.3375468,-59.590965,-1.7244318,5.8254676,-5.7868052,-4.1840563,-51.724442,-1.7233719,-9.9076777,-5.5060205,-3.9742196,-54.225746,-1.7366868,5.480144,-5.5060205,-3.9742196,-54.225746,-1.7366868,-0.1438607,-6.8997812,-4.4121957,-63.426769,-2.5554729,5.7750826,-6.8997812,-4.4121957,-63.426769,-2.5554729
50561000000,12.12183,-6.8263059,-3.8882787,-53.669147,-1.718425,4.9090447,-5.6662717,-3.7224948,-55.487965,-1.7150922,14.081483,-5.3624597,-3.4406369,-53.086834,-1.7305162,4.4948349,-5.3624597,-3.4406369,-53.086834,-1.7305162,8.9411221,-6.7205849,-3.8947625,-53.36462,-2.5574205,5.0988002,-6.7205849,-3.8947625,-53.36462,-2.5574205
50578000000,-0.24549158,-7.0171919,-4.242836,-46.794083,-1.7236868,5.8591666,-5.8572145,-4.0975442,-55.886055,-1.7191826,-0.94464403,-5.5891261,-3.910831,-49.573483,-1.7355101,5.455514,-5.5891261,-3.910831,-49.573483,-1.7355101,1.5453684,-6.997313,-4.3340058,-56.525047,-2.5631635,5.8564768,-6.997313,-4.3340058,-56.525047,-2.5631635
50595000000,16.524841,-6.8760419,-3.7314074,-52.032707,-1.7417755,5.5448956,-5.7230458,-3.5760267,-53.162899,-1.7420079,17.716753,-5.4285164,-3.3056087,-75.300346,-1.7505533,5.0632648,-5.4285164,-3.3056087,-75.300346,-1.7505533,14.716026,-6.7721786,-3.7455382,-55.144318,-2.5782971,5.2921662,-6.7721786,-3.7455382,-55.144318,-2.5782971
50612000000,1.2908309,-6.9624372,-3.9637432,-66.687813,-1.766911,6.7706933,-5.8144917,-3.8070517,-57.227509,-1.7701504,2.2746916,-5.5423083,-3.5902176,-51.81271,-1.7726842,6.3056588,-5.5423083,-3.5902176,-51.81271,-1.7726842,3.1806452,-6.9399347,-4.0390177,-66.366631,-2.5945024,6.1958308,-6.9399347,-4.0390177,-66.366631,-2.5945024
50629000000,3.386297,-6.8495641,-3.5971081,-52.741066,-1.7815087,6.8205385,-5.6966605,-3.4328511,-55.208679,-1.7832394,-3.3893921,-5.4182806,-3.1575892,-50.838436,-1.7844943,5.8595562,-5.4182806,-3.1575892,-50.838436,-1.7844943,4.8336906,-6.7752833,-3.6220491,-54.576626,-2.6018949,6.5573888,-6.7752833,-3.6220491,-54.576626,-2.6018949
50646000000,4.1090713,-8.2056866,-8.5407877,-55.936634,-1.7756587,8.1900139,-6.929214,-8.5211172,-54.8666,-1.7761337,4.3813696,-6.8248143,-8.6991959,-57.418858,-1.7816745,7.3859677,-6.8248143,-8.6991959,-57.418858,-1.7816745,5.7875648,-8.4278727,-8.7546539,-50.729309,-2.6025815,7.1634774,-8.4278727,-8.7546539,-50.729309,-2.6025815
50663000000,15.30329,-6.8615184,-3.3572814,-55.498852,-1.7566853,7.3127961,-5.7108741,-3.191227,-62.375751,-1.7553778,16.152868,-5.4593763,-2.9232209,-49.445755,-1.7720749,6.33318,-5.4593763,-2.9232209,-49.445755,-1.7720749,13.639221,-6.7919927,-3.3962805,-59.775799,-2.5971229,6.6602364,-6.7919927,-3.3962805,-59.775799,-2.5971229
50680000000,6.0157943,-6.9228654,-3.4202704,-63.019596,-1.7415444,8.806076,-5.7750425,-3.2645023,-49.369274,-1.7377411,7.0212398,-5.5131283,-3.0246701,-52.011658,-1.7654784,7.9757333,-5.5131283,-3.0246701,-52.011658,-1.7654784,3.2187834,-6.8736348,-3.4778368,-54.344406,-2.5941846,7.8151712,-6.8736348,-3.4778368,-54.344406,-2.5941846
50697000000,15.403343,-6.8897986,-3.2712476,-56.289307,-1.7418989,8.29879,-5.7212124,-3.1050973,-57.640392,-1.7374835,16.200245,-5.4680276,-2.8414207,-56.61742,-1.7643431,7.44205,-5.4680276,-2.8414207,-56.61742,-1.7643431,14.107842,-6.8163724,-3.3129022,-55.31863,-2.5951736,7.4082222,-6.8163724,-3.3129022,-55.31863,-2.5951736
50714000000,0.28303713,-7.0183945,-3.4876051,-63.220188,-1.7528819,9.460228,-5.8595943,-3.3290105,-66.836327,-1.7523158,0.86818165,-5.6186237,-3.1236532,-63.11821,-1.7721158,8.6363745,-5.6186237,-3.1236532,-63.11821,-1.7721158,2.3048785,-7.0122356,-3.5918756,-55.757111,-2.60058,8.3605709,-7.0122356,-3.5918756,-55.757111,-2.60058
50731000000,9.3270168,-6.911706,-3.0334904,-57.992359,-1.7719153,8.5382376,-5.7685313,-2.8685114,-51.930424,-1.7737952,6.8828483,-5.5072932,-2.6067898,-57.188023,-1.7835066,8.5389175,-5.5072932,-2.6067898,-57.188023,-1.7835066,6.5231142,-6.8529711,-3.0990057,-54.228729,-2.6093364,7.9949136,-6.8529711,-3.0990057,-54.228729,-2.6093364
50748000000,2.3469241,-7.58565,-4.9725437,-55.830727,-1.787562,9.1539688,-6.4121423,-4.8761625,-59.493511,-1.7886779,2.5008152,-6.2724433,-4.9016638,-51.787846,-1.7948915,9.303195,-6.2724433,-4.9016638,-51.787846,-1.7948915,3.4054685,-7.7894707,-5.2202539,-50.473587,-2.6186695,8.492156,-7.7894707,-5.2202539,-50.473587,-2.6186695
50765000000,15.988767,-6.8891816,-2.911356,-53.560677,-1.7948387,7.9798455,-5.7288618,-2.7456026,-54.250145,-1.7930142,17.123444,-5.4915061,-2.4972477,-51.789085,-1.8022407,8.0982199,-5.4915061,-2.4972477,-51.789085,-1.8022407,14.249654,-6.8392081,-2.9821854,-57.873524,-2.6213892,7.5625501,-6.8392081,-2.9821854,-57.873524,-2.6213892
50782000000,10.947456,-6.9658947,-3.208358,-56.627094,-1.7975425,8.6732931,-5.8213143,-3.0493243,-57.635563,-1.7947192,11.846234,-5.5999289,-2.8559952,-50.728279,-1.8084011,8.8260212,-5.5999289,-2.8559952,-50.728279,-1.8084011,10.239585,-6.9906411,-3.3219244,-63.993534,-2.6268833,8.4698858,-6.9906411,-3.3219244,-63.993534,-2.6268833
50799000000,14.773379,-6.8988705,-2.7811673,-54.29282,-1.7917768,8.4743528,-5.7517171,-2.6156821,-78.057976,-1.7889922,15.412266,-5.5094881,-2.3640945,-55.690853,-1.807892,8.673296,-5.5094881,-2.3640945,-55.690853,-1.807892,13.656479,-6.862278,-2.8550656,-55.241592,-2.6291058,8.3766031,-6.862278,-2.8550656,-55.241592,-2.6291058
50816000000,-2.9372363,-7.3400812,-3.8814421,-60.310551,-1.7889436,9.5313063,-6.1720715,-3.7521541,-51.135323,-1.7869284,-4.4614258,-6.0054169,-3.677655,-62.304043,-1.8081232,9.8778849,-6.0054169,-3.677655,-62.304043,-1.8081232,0.81146216,-7.5067401,-4.0983238,-60.851021,-2.6306193,9.3301706,-7.5067401,-4.0983238,-60.851021,-2.6306193
50833000000,11.421438,-6.9469743,-2.5723248,-52.354782,-1.7930092,9.6033697,-5.7974367,-2.4003298,-53.695335,-1.7917771,12.788422,-5.5601425,-2.1614578,-74.366135,-1.8084145,10.091011,-5.5601425,-2.1614578,-74.366135,-1.8084145,11.257227,-6.9404521,-2.6537762,-49.770275,-2.628993,9.4854689,-6.9404521,-2.6537762,-49.770275,-2.628993
50850000000,2.5540323,-7.6197791,-4.4561605,-51.730049,-1.8117738,8.8053246,-6.4536228,-4.3677502,-50.918434,-1.8112241,2.8981469,-6.3268809,-4.3796024,-53.714489,-1.818748,9.8959932,-6.3268809,-4.3796024,-53.714489,-1.818748,3.4135597,-7.8571963,-4.706789,-57.255291,-2.6412647,9.0988255,-7.8571963,-4.706789,-57.255291,-2.6412647
50867000000,13.929705,-6.9182601,-2.4566131,-66.580109,-1.8301625,7.0071058,-5.7884755,-2.2863142,-49.463692,-1.8308115,15.02706,-5.5653672,-2.0461566,-58.690304,-1.8307011,7.9398146,-5.5653672,-2.0461566,-58.690304,-1.8307011,13.199476,-6.9372582,-2.5536377,-57.510765,-2.6499319,7.0976501,-6.9372582,-2.5536377,-57.510765,-2.6499319
50884000000,13.730195,-6.9415483,-2.4139144,-52.525341,-1.8379065,7.2472339,-5.8193769,-2.2491381,-54.647392,-1.8384489,14.520261,-5.5859108,-2.021004,-50.050476,-1.8399578,8.1046801,-5.5859108,-2.021004,-50.050476,-1.8399578,13.081736,-6.9432125,-2.5249331,-45.31192,-2.6580565,7.3584771,-6.9432125,-2.5249331,-45.31192,-2.6580565
50901000000,13.27999,-6.9347343,-2.2598147,-58.797043,-1.8324558,5.59549,-5.8200665,-2.0933456,-53.006752,-1.8298508,14.118662,-5.5782595,-1.8635594,-52.173855,-1.8398271,6.2368236,-5.5782595,-1.8635594,-52.173855,-1.8398271,12.794119,-6.9451056,-2.3655181,-53.514793,-2.6654987,6.1254711,-6.9451056,-2.3655181,-53.514793,-2.6654987
50918000000,8.5778389,-6.9259915,-2.300812,-48.770405,-1.8200022,6.6737924,-5.7741761,-2.12468,-49.07032,-1.8155626,9.2272301,-5.5494437,-1.9063306,-50.011238,-1.8374707,7.5846362,-5.5494437,-1.9063306,-50.011238,-1.8374707,8.2313986,-6.9466844,-2.405338,-58.902592,-2.6643875,6.5451941,-6.9466844,-2.405338,-58.902592,-2.6643875
50935000000,0.54837734,-6.9612961,-2.1479361,-57.075283,-1.8089724,5.9283381,-5.8043094,-1.9739916,-63.335838,-1.8089821,0.35562909,-5.5824919,-1.7414829,-57.986942,-1.8373734,6.6513047,-5.5824919,-1.7414829,-57.986942,-1.8373734,-0.84761131,-6.9668097,-2.2546554,-53.181126,-2.6682329,5.785203,-6.9668097,-2.2546554,-53.181126,-2.6682329
50952000000,-2.523567,-7.0224481,-2.1402743,-60.610031,-1.8135703,6.7224369,-5.8744969,-1.9673538,-58.937145,-1.809235,-4.3945293,-5.6562653,-1.7479002,-46.973804,-1.8370371,7.5715542,-5.6562653,-1.7479002,-46.973804,-1.8370371,-7.7632799,-7.0558038,-2.2658114,-52.561451,-2.6697726,6.4751339,-7.0558038,-2.2658114,-52.561451,-2.6697726
50969000000,12.882153,-6.991312,-1.9231398,-57.495716,-1.8249192,4.4297972,-5.8659124,-1.7480191,-53.113922,-1.8229694,13.659754,-5.6493883,-1.5229448,-48.127361,-1.8450749,5.6232853,-5.6493883,-1.5229448,-48.127361,-1.8450749,13.108683,-7.0428615,-2.0504234,-53.828236,-2.6749623,5.2691603,-7.0428615,-2.0504234,-53.828236,-2.6749623
50986000000,-3.2046201,-7.0777965,-1.9823501,-70.263618,-1.8428731,4.0256653,-5.9376001,-1.8122927,-57.794933,-1.843238,-5.1341538,-5.7344136,-1.6165763,-48.628086,-1.8544433,5.2785783,-5.7344136,-1.6165763,-48.628086,-1.8544433,0.093414426,-7.1346898,-2.1214809,-54.551064,-2.6791835,4.8466101,-7.1346898,-2.1214809,-54.551064,-2.6791835
51003000000,7.804069,-7.0289016,-1.8259813,-52.404236,-1.8559299,2.8440356,-5.9072251,-1.6503563,-49.706314,-1.8557199,10.364516,-5.6930814,-1.4366286,-55.693127,-1.8632926,4.1431937,-5.6930814,-1.4366286,-55.693127,-1.8632926,5.4284143,-7.0786729,-1.9551901,-49.442932,-2.6813154,3.2513254,-7.0786729,-1.9551901,-49.442932,-2.6813154
51020000000,3.3018482,-7.0261626,-1.9719322,-59.21756,-1.8664973,3.3140039,-5.8922138,-1.7987334,-57.987957,-1.8643829,2.5217748,-5.6904497,-1.6113163,-53.36578,-1.8713126,4.6968393,-5.6904497,-1.6113163,-53.36578,-1.8713126,2.8973272,-7.1003318,-2.1325526,-56.984043,-2.6838336,3.6965959,-7.1003318,-2.1325526,-56.984043,-2.6838336
51037000000,11.73689,-7.0390348,-1.6782948,-53.267956,-1.8610482,4.4365935,-5.9152107,-1.5066257,-56.19529,-1.8606608,13.02089,-5.6944985,-1.2865208,-60.795982,-1.8674016,5.2740932,-5.6944985,-1.2865208,-60.795982,-1.8674016,11.002801,-7.0658493,-1.8328496,-55.882782,-2.6821241,4.1568103,-7.0658493,-1.8328496,-55.882782,-2.6821241
51054000000,-4.9214888,-7.1026788,-1.9115148,-57.951061,-1.8532755,5.4817848,-5.9642406,-1.7442105,-60.548996,-1.8515937,-6.4038992,-5.7819586,-1.5904344,-60.152313,-1.8629611,6.2941709,-5.7819586,-1.5904344,-60.152313,-1.8629611,-0.066233709,-7.2144971,-2.1082873,-64.399887,-2.6818564,5.4850817,-7.2144971,-2.1082873,-64.399887,-2.6818564
51071000000,8.0303469,-7.0794477,-1.4403934,-61.004688,-1.8513515,4.0997152,-5.9345636,-1.2649728,-53.822277,-1.8487396,10.728484,-5.7119017,-1.0624205,-59.83437,-1.8653568,4.8364077,-5.7119017,-1.0624205,-59.83437,-1.8653568,8.4336834,-7.1378765,-1.6030886,-52.532928,-2.6856136,4.3504605,-7.1378765,-1.6030886,-52.532928,-2.6856136
51088000000,0.06241395,-7.1762023,-1.8265189,-57.206097,-1.8575755,4.7897506,-6.0455065,-1.6600598,-50.908028,-1.8560398,1.6294298,-5.8509912,-1.5133834,-57.943687,-1.8735397,5.9643149,-5.8509912,-1.5133834,-57.943687,-1.8735397,-4.7540154,-7.3083973,-2.0190022,-52.657703,-2.6935406,5.1839361,-7.3083973,-2.0190022,-52.657703,-2.6935406
51105000000,13.975412,-7.0910015,-1.409277,-54.923481,-1.8746157,4.2329764,-5.9628453,-1.2292094,-53.174656,-1.8736006,15.31733,-5.771462,-1.0261997,-49.864609,-1.8861047,5.3348508,-5.771462,-1.0261997,-49.864609,-1.8861047,13.129374,-7.1849537,-1.5708601,-52.069508,-2.7048492,5.0372314,-7.1849537,-1.5708601,-52.069508,-2.7048492
51122000000,5.4773626,-7.2137136,-1.629307,-56.107113,-1.8883517,5.12432,-6.0789223,-1.461132,-50.238861,-1.8896282,6.7054243,-5.9081364,-1.302007,-51.267838,-1.8955026,6.2900648,-5.9081364,-1.302007,-51.267838,-1.8955026,4.214745,-7.3444996,-1.8336807,-57.56929,-2.7133281,5.8513021,-7.3444996,-1.8336807,-57.56929,-2.7133281
51139000000,7.5600157,-7.0855031,-1.1713564,-52.971066,-1.8954644,4.5394263,-5.9625144,-0.9920519,-62.997936,-1.8945986,6.8263264,-5.7897954,-0.79163611,-52.308472,-1.9019748,5.6254106,-5.7897954,-0.79163611,-52.308472,-1.9019748,6.8477073,-7.2023268,-1.3626726,-59.10442,-2.719594,5.3050489,-7.2023268,-1.3626726,-59.10442,-2.719594
